,Category,Message,category,my_texed
212,ham,Home so we can always chat,1,home we alway chat
213,ham,K:)k:)good:)study well.,1,k ) k ) good ) studi well
214,ham,Yup... How ü noe leh...,1,yup how ü noe leh
215,ham,Sounds great! Are you home now?,1,sound great are home
216,ham,Finally the match heading towards draw as your prediction.,1,final match head toward draw your predict
217,ham,Tired. I haven't slept well the past few nights.,1,tire i slept well past night
218,ham,Easy ah?sen got selected means its good..,1,easi ah sen got select mean good
219,ham,I have to take exam with march 3,1,i to take exam march 3
220,ham,Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.,1,yeah should i think can use gt atm to regist not sure if anyway can help let know but be sure you are readi
221,ham,Ok no prob. Take ur time.,1,ok prob take ur time
222,ham,There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..,1,there os call ubandu will run without instal hard disk can use os copi import file system give to repair shop
223,ham,"Sorry, I'll call later",1,sorri i call later
224,ham,U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.,1,u say leh of cours noth happen lar not say v romant ju bit lor i thk e nite sceneri so nice leh
225,spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",0,500 new mobil 2004 must go txt nokia no 89545 collect today from onli www.4-tc.biz 2optout
226,ham,Would really appreciate if you call me. Just need someone to talk to.,1,would realli appreci you call just need someon talk
227,spam,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",0,will u meet ur dream partner soon is ur career 2 flyng start 2 find free txt horo follow ur star sign e. horo ari
228,ham,Hey company elama po mudyadhu.,1,hey compani elama po mudyadhu
229,ham,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .",1,life more strict teacher bcoz teacher teach lesson amp conduct exam but life first conduct exam amp teach lesson happi .
230,ham,Dear good morning now only i am up,1,dear good morn onli am
231,ham,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,1,get in gandhipuram walk cross cut road right side lt # gt street road turn first right
232,ham,Dear we are going to our rubber place,1,dear are go our rubber place
233,ham,"Sorry battery died, yeah I'm here",1,sorri batteri die yeah i
234,ham,Yes:)here tv is always available in work place..,1,ye ) tv alway avail work place
235,spam,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,0,text meet someon sexi today u find date even flirt up u join 4 10p repli name age eg sam 25 18 recd thirtyeight penc
236,ham,I have printed it oh. So  &lt;#&gt;  come upstairs,1,i print oh so lt # gt come upstair
237,ham,Or ill be a little closer like at the bus stop on the same street,1,or ill a littl closer like the bu stop the street
238,ham,Where are you?when wil you reach here?,1,where wil you reach
239,ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",1,new theori argument win situat lose person so dont argu ur friend . kick amp say i alway correct . !
240,spam,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,0,u 447801259231 a secret admir is look 2 make contact out they r reveal think ur on 09058094597
241,ham,Tomarrow final hearing on my laptop case so i cant.,1,tomarrow final hear my laptop case i cant
242,ham,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,1,pleassssssseeeee tel me v avent done sportsx
243,ham,"Okay. No no, just shining on. That was meant to be signing, but that sounds better.",1,okay no just shine that meant be sign that sound better
244,ham,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",1,although told u dat into baig face watch but realli like e watch u gave co fr thanx 4 everyth dat u done today touch
245,ham,U don't remember that old commercial?,1,u rememb old commerci
246,ham,Too late. I said i have the website. I didn't i have or dont have the slippers,1,too late i said websit i i or dont have the slipper
247,ham,I asked you to call him now ok,1,i ask to call now ok
248,ham,Kallis wont bat in 2nd innings.,1,kalli wont bat 2nd inning
249,ham,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,1,it didnt work oh ok goodnight i.ll fix readi the time wake you veri dearli miss have a good night sleep
250,spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,0,congratul ur award 500 cd voucher 125gift guarante free entri 2 100 wkli draw txt music 87066 tnc
251,ham,Ranjith cal drpd Deeraj and deepak 5min hold,1,ranjith cal drpd deeraj deepak 5min hold
252,ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",1,wen ur lovabl bcum angri wid u dnt take serious coz angri d childish n true way show deep affect care n luv .. kettoda manda have nice day da
253,ham,What you doing?how are you?,1,what do are
254,ham,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",1,up 3day also the ship compani take 2wk the way is usp take week when get lag may bribe nipost to get stuff
255,ham,"I'm back, lemme know when you're ready",1,i back lem know you readi
256,ham,Don't necessarily expect it to be done before you get back though because I'm just now headin out,1,do necessarili expect to done you get back though i now headin
257,ham,Mmm so yummy babe ... Nice jolt to the suzy,1,mmm yummi babe nice jolt the suzi
258,ham,Where are you lover ? I need you ...,1,where lover i need you
259,spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,0,we tri contact re repli our offer a video handset 750 anytim network min unlimit text camcord repli call 08000930705 now
260,ham,I‘m parked next to a MINI!!!! When are you coming in today do you think?,1,i park next a mini ! ! when you come today you think
261,ham,Yup,1,yup
262,ham,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,1,anyway go shop now co my si done yet dun disturb u liao
263,ham,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,1,my no in luton 0125698789 ring me if ur around h
264,spam,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,0,hey i realli horni want chat see nake text hot 69698 text charg 150pm unsubscrib text stop 69698
265,ham,Why you Dint come with us.,1,whi dint come us
266,ham,Same. Wana plan a trip sometme then,1,same wana plan trip sometm
267,ham,"Not sure yet, still trying to get a hold of him",1,not sure yet still tri get hold him
268,spam,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,0,ur rington servic chang 25 free credit go choos content stop txt club stop to 87070 150p/wk club4 po box1146 mk45 2wt
269,ham,The evo. I just had to download flash. Jealous?,1,the evo i had download flash jealou
270,spam,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,0,rington club get uk singl chart your mobil week choos top qualiti rington thi messag free charg
271,ham,"Come to mu, we're sorting out our narcotics situation",1,come mu sort our narcot situat
272,ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",1,night end anoth day morn come a special way may smile like sunni ray leav worri the blue blue bay
273,spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,0,hmv bonu special 500 pound genuin hmv voucher be just answer 4 easi question play now send hmv 86688 more info www.100percent-real.com
274,ham,"Usf I guess, might as well take 1 car",1,usf i guess might well take 1 car
275,ham,No objection. My bf not coming.,1,no object my bf come
276,ham,Thanx...,1,thanx
277,ham,Tell rob to mack his gf in the theater,1,tell rob mack gf the theater
278,ham,"Awesome, I'll see you in a bit",1,awesom i see in bit
279,ham,Just sent it. So what type of food do you like?,1,just sent so type food you like
280,ham,All done? All handed in? Celebrations in full swing yet?,1,all done all hand celebr full swing yet
281,ham,You got called a tool?,1,you got call tool
282,ham,"Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch gdeve..",1,wen u miss someon person definit special u but the person so special to miss just gdeve
283,ham,Ok. I asked for money how far,1,ok i ask money far
284,ham,Okie...,1,oki
285,ham,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",1,yeah i think usual guy still pass from last night you get ahold anybodi let know i throw
286,ham,"K, I might come by tonight then if my class lets out early",1,k i might come tonight if class let earli
287,ham,Ok..,1,ok
288,ham,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,1,hi babi im cruisin my girl friend r u 2 give a call and hour home that alright fone on fone love jenni xxx
289,ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",1,my life mean lot me not i love life but i love peopl my life the world call friend i call my world - .. ge - ..
290,ham,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",1,dear shall mail the street shall updat are look edukkukaye raksha good one real sens
